_id,additional,firstName,lastName,fullName,gnd,start_date_written,end_date_written,role,occupation
6504166ba47588ad6024abc9,1835-1907,Josef,Lewinsky,"Lewinsky, Josef",116972130,1835-09-02,1907-02-27,"Mäcenas, Cäsars Vertrauter",Schauspieler
6504166ba47588ad6024a9ee,1857-1920,Stella,Hohenfels,"Hohenfels, Stella",116132043,1857-04-16,1920-03-21,"Thekla, seine Nichte",Schauspieler
6504166ba47588ad6024b6f7,"geb. Würzburg, 1835-1892",Zerline,Gabillon,"Gabillon, Zerline",116333316,1834-08-19,1892-04-30,"Beline, seine zweite Frau",Schauspieler
6504166ba47588ad6024b0e0,1854-1944,Hugo,Thimig,"Thimig, Hugo",11875713X,1854-06-13,1944-09-24,"Julius Schmählich, Rittergutsbesitzer",Schauspieler
6561eeb70080658502cf2eea,1836-1900,Friedrich,Rüden,"Ruden, Friedrich",125712537,1898-10-14,,"Charles, Oberkellner",Schauspieler
6504166ba47588ad6024b354,,Philippe François Pinel,Dumanoir,"Dumanoir, Philippe",120858169,1806-07-25,1865-11-13,,Schauspieler
6504166ba47588ad6024b45e,,Paul Constantin,Lafargue,"Fargue, Paul Constantin la",1157553273,,,,Schauspieler
650c0541258213a8dc5f9b15,1848-1920,Antonie,Janisch,"Janisch, Antonie",117078603,1848-05-09,1920-10-12,"Octavia, Cäsars Schwester, Gemahlin Antonius",Schauspieler
6504166ba47588ad6024b07e,1825-1892,Marie,"Strassmann (Straßmann, auch Straßmann-Damböck))","Marie Strassmann (Straßmann, auch Straßmann-Damböck))",,,,Gräfin Kienborn,Schauspieler
6504166ba47588ad6024a969,"geb. Schneeberger, 1843-1898",Helene,Hartmann,"Hartmann, Helene",116498161,1843-09-14,1898-03-12,"Clarisse, ihre Tochter",Schauspieler
6504166ba47588ad6024b8b0,1834-1909,Adolf,Sonnenthal,"Sonnenthal, Adolf von",119343207,1834-12-21,1909-04-04,Baron Rosenkranz,Schauspieler
6504166ba47588ad6024b153,"Hofschauspielerin, verehel. Goschalla",Rosa,Wagner,Rosa Wagner,,,,"Gertrude, Stubenmädchen bei Liebenstein",Schauspieler
6504166ba47588ad6024b488,,Paul,Lindau,"Lindau, Paul",118780034,1839-06-03,1919-01-31,,Schauspieler
662e916c46b3b9baaf2c53f8,"Violinist, Komponist",Jakob,Dont,"Dont, Jakob",116179449,1815-03-02,1888-11-17,Musik - Ouverture,Schauspieler
6562176d0080658502cf3a86,,Julius,Sulzer,"Sulzer, Julius",142636738,1830-07-26,1891-02-14,Musik,Schauspieler
6504166ba47588ad6024aa43,1822-1892,Matthias,Jehly,Matthias Jehly,,,,2. Leibwache des Antonius,Schauspieler
6504166ba47588ad6024b71e,,Karl,Gutzkow,"Gutzkow, Karl",118543830,1811-03-17,1878-12-16,,Schauspieler
6504166ba47588ad6024b7ab,,Heinrich,Laube,Heinrich Laube,,,,Deutsch,Schauspieler
6504166ba47588ad6024a58d,1828-1917,Bernhard,Baumeister,Bernhard Baumeister,,,,Kunz von der Rosen,Schauspieler
6504166ba47588ad6024b230,"1834-1897, verehel. Gräfin O'Sullivan de Gras",Charlotte,Wolter,"Wolter, Charlotte",11880782X,1834-03-01,1897-06-14,"Cleopatra, Königin von Ägypten",Schauspieler
6504166ba47588ad6024b163,1850-1919,Fanny,Walbeck,"Walbeck, Fanny",117115886,1850-10-11,1919-08-15,"Vilma, seine Enkelin",Schauspieler
6504166ba47588ad6024a52c,1816-1891,Friedrich Louis,Arnsburg,"Arnsburg, Ludwig",116352396,1820-10-16,1891-08-23,"Schleich, Sekretär bei Liebenstein",Schauspieler
6504166ba47588ad6024ad02,1838-1916,Ernestine,Negro,"Dingelstedt, Ernestine von",116141085,1818-07-31,1916-04-14,Gräfin Rougemont,Schauspieler
6504166ba47588ad6024ab46,1837-1918,Anna,Kratz,"Kratz, Anna",11638316X,1837-10-30,1918-01-23,Madame Chèbe,Schauspieler
6504166ba47588ad6024b873,,Victorien,Sardou,"Sardou, Victorien",118794566,1831-09-07,1908-11-08,,Schauspieler
6504166ba47588ad6024b61e,,Albert,Beckmann,"Beckmann, Albert",116106239,,1894,Deutsch,Schauspieler
6504166ba47588ad6024ab6a,1818-1886,Cesarine,Kupfer-Gomansky,Cesarine Kupfer-Gomansky,,,,"Fräulein Toni, seine Tante",Schauspieler
6504166ba47588ad6024a675,auch Jeanne,Johanna,Buska,"Buska, Johanna",117183199,1847-04-14,1922-05-16,"Elise Jung, Gesellschafterin der Generalin",Schauspieler
6504166ba47588ad6024acd4,1848-1909,Wilhelmine,Mitterwurzer,"Mitterwurzer, Wilhelmine",117064874,1848-03-27,1909-08-03,"Elisabeth, seine Tochter",Schauspieler
6504166ba47588ad6024b6dc,,Octave,Feuillet,"Feuillet, Octave",118532790,1822-08-11,1890-12-29,,Schauspieler
651691d696c724dc0090cb65,,Ulrich,Voß,Ulrich Voß,,,,Deutsch,Schauspieler
6504166ba47588ad6024b89b,"Pseud. West, Carl August",Joseph,Schreyvogel,"Schreyvogel, Joseph",119368579,1768-03-27,1832-07-28,Bearbeitung,Schauspieler
6504166ba47588ad6024a7dd,1853-1907,Franz,Fiala,"Fiala, Franz",1264255993,1853-08-31,1907-11-25,1. Zeltwache Cäsars,Schauspieler
6504166ba47588ad6024b4e4,1837-1889,Louis,Nötel,"Nötel, Louis",117039306,1837-01-25,1889-03-21,3. Zeltwache Cäsars,Schauspieler
6504166ba47588ad6024b33a,,Ludwig,Doczi,Ludwig Doczi,,,,Deutsch,Schauspieler
6504166ba47588ad6024a96d,,Louise von,Hauenthal,"Taussig, Louise",133046639X,1843-04-28,1917-11,Theudelindes Kammermädchen,Schauspieler
6504166ba47588ad6024b336,,Alphonse,Daudet,"Daudet, Alphonse",118523872,1840-05-13,1897-12-16,,Schauspieler
6504166ba47588ad6024b627,,Adolphe,Bélot,Adolphe Bélot,,,,,Schauspieler
653c3451008065850286dda6,,Adalbert,Gyrowetz,"Gyrowetz, Adalbert",119186322,1763-02-19,1850-03-19,Musik,Schauspieler
6504166ba47588ad6024aa72,,Josef,Kaiser,Josef Kaiser,,,,Verwandte des Karthan,Schauspieler
6504166ba47588ad6024a67b,,Hermann,Burghart (Burghardt),"Burghart, Hermann",143594451,1834-04-07,1901-01-24,Bühnenbild,Schauspieler
6504166ba47588ad6024a87a,,Franz,Gaul,Franz Gaul,,,,Kostümbildner,Schauspieler
6504166ba47588ad6024abf1,1866-1882,Sofie,Link,"Link, Sofie",131713418,1860,1900-10-01,"Louison, ihre kleine Schwester",Schauspieler
6504166ba47588ad6024b4c8,,,Molière,Molière,11858331X,1622-01-15,1673-02-17,,Schauspieler
65620a480080658502cf32ed,,Alfred de,Musset,"Musset, Alfred de",118585940,1810-11-11,1857-05-02,,Schauspieler
6504166ba47588ad6024b43c,,Michael,Klapp,"Klapp, Michael",116197536,1832-02-15,1888-02-26,,Schauspieler
6504166ba47588ad6024ae68,1826-1881,Theodor,Reusche,"Reusche, Theodor",116452994,1826-01-11,1881-08-12,"Herr von Zündorf, ein reicher Banquier",Schauspieler
66572dfef11595c123a5dc5a,,Herr,Mannhart,Herr Mannhart,,,,Fang,Schauspieler
650c0541258213a8dc5f9ab0,1866-1937,Fritz,Müller,Fritz Müller,,,,2. Freiwilliger,Schauspieler
6504166ba47588ad6024a565,auch Barbolani,Josef,Barbolany,Josef Barbolany,,,,Schlinge,Schauspieler
6504166ba47588ad6024ac33,,Anton,Maglia,Anton Maglia,,,,Schatte,Schauspieler
6504166ba47588ad6024b80c,,Gustav von,Moser,"Moser, Gustav von",116937807,1825-05-11,1903-10-23,,Schauspieler
6504166ba47588ad6024a647,,Ida,Branko,Ida Branko,,,,Lady Clawdon,Schauspieler
6504166ba47588ad6024b7bb,,Erneste,Legouvé,Erneste Legouvé,,,,,Schauspieler
6504166ba47588ad6024a5b7,,Regina,Berg,"Berg, Regina",1037317327,,,Carl,Schauspieler
6504166ba47588ad6024b659,,Edward Lord Lytton,Bulwer,"Lytton, Edward Bulwer Lytton",11866493X,1803-05-25,1873-01-18,,Schauspieler
65425b5e0080658502aaf108,,Heinrich,Börnstein,"Börnstein, Heinrich",118810715,1805-11-04,1892-09-10,Deutsch,Schauspieler
6504166ba47588ad6024b6a1,,Alexandre Vater,Dumas,"Dumas, Alexandre",118528068,1802-07-24,1870-12-05,,Schauspieler
655e6b350080658502ca8090,1814-1881,Franz von,Dingelstedt,"Dingelstedt, Franz von",118525751,1814-06-30,1881-05-15,Deutsch,Schauspieler
6504166ba47588ad6024abf2,1868-1881,Therese,Link,"Hänsel, Therese",116363215,1850,,1. Frau der Octavia,Schauspieler
6504166ba47588ad6024b47d,,Gotthold Ephraim,Lessing,Gotthold Ephraim Lessing,,,,,Schauspieler
65f1ecc34578d7314815abd2,,Georg,Kohler,Georg Kohler,,,,Chor Don Manuels,Schauspieler
6504166ba47588ad6024a9ac,,Karl,Hellmann,Karl Hellmann,,,,1. Bauer,Schauspieler
6504166ba47588ad6024b132,,Ignaz,Vogler,"Vogler, Ignaz",124203604,,,2. Hofbedienter,Schauspieler
6504166ba47588ad6024a80c,,Ernst,Fournes,Ernst Fournes,,,,Chor Don Manuels,Schauspieler
650c0541258213a8dc5f9ac0,,Wilhelm,Müller,Wilhelm Müller,,,,3. Jagdfreund,Schauspieler
6504166ba47588ad6024b124,,Josef,Valenti,Josef Valenti,,,,Chor Don Cesars,Schauspieler
6504166ba47588ad6024b1b9,,Adolf,Werner,Adolf Werner,,,,Chor Don Cesars,Schauspieler
6504166ba47588ad6024ab42,,Hans,Kreith,"Kreith, Hans",1328286002,1858,1925-05-09,2. Bauer,Schauspieler
6504166ba47588ad6024b5d4,,Franz,Wiesner,Franz Wiesner,,,,Chor Don Cesars,Schauspieler
6504166ba47588ad6024a57a,,Josef,Bauer,Josef Bauer,,,,Chor Don Cesars,Schauspieler
6504166ba47588ad6024ae0c,,Charlotte,Primas,Charlotte Primas,,,,"Friederike, Elisabeths Aufwärter",Schauspieler
6504166ba47588ad6024ab11,,Charlotte,Korner,Charlotte Korner,,,,Eine Bürgersfrau,Schauspieler
6504166ba47588ad6024b610,,Eduard von,Bauernfeld,"Bauernfeld, Eduard von",118507400,1802-01-03,1890-08-09,,Schauspieler
6504166ba47588ad6024b6e6,,Gustav,Freytag,Gustav Freytag,,,,,Schauspieler
6504166ba47588ad6024b0a8,,Philipp von,Stubenrauch,"Stubenrauch, Philipp von",117353280,1784-07-16,1848-10-05,Kostüme,Schauspieler
6504166ba47588ad6024aa36,,Johann,Janitz,"Janitz, Johann",1328190528,1765,1828-09-30,Dekoration,Schauspieler
655e952d0080658502caf2af,,Marie,Rinesch,Marie Rinesch,,,,Bürgerinnen,Schauspieler
6504166ba47588ad6024b795,,August von,Kotzebue,August von Kotzebue,,,,,Schauspieler
6504166ba47588ad6024b2ea,"Pseud. Paoli, Betty",Elisabeth,Branitz,"Schipp von Branitz, Elisabeth",1047396521,1936,,Deutsch,Schauspieler
6504166ba47588ad6024b2ab,,Theodore,Barrière,"Barrière, Théodore",101494866,1823-03-04,1877-10-16,,Schauspieler
6504166ba47588ad6024b302,,Erneste,Capendu,Erneste Capendu,,,,,Schauspieler
6504166ba47588ad6024b6fe,,Theodor,Gassmann,"Gassmann, Theodor",116450045,1828-04-23,1871-12-02,Deutsch,Schauspieler
6504166ba47588ad6024b80b,,Salomon Hermann von,Mosenthal,"Mosenthal, Salomon Hermann von",101363184,1821-01-14,1877-02-17,,Schauspieler
6504166ba47588ad6024abe8,1870-1872,Antonie,Link,Antonie Link,,,,"Käthchen, seine Tochter",Schauspieler
650c0541258213a8dc5f9b1a,,Anton,Köhler,Anton Köhler,,,,3. Reisender,Schauspieler
6504166ba47588ad6024b1d9,,Carl,Wiene,"Wiene, Carl",117362514,1848-05-08,1913-02-10,Busch,Schauspieler
6504166ba47588ad6024b82c,Pseud. f. Elisabeth Branitz,Betty,Paoli,"Paoli, Betty",10692981X,1814-12-30,1894-07-05,Deutsch,Schauspieler
6504166ba47588ad6024a68d,,Herr,Carpano,Herr Carpano,,,,Riballi,Schauspieler
6504166ba47588ad6024b828,,Edouard,Pailleron,Edouard Pailleron,,,,,Schauspieler
6504166ba47588ad6024b86f,"Pseud. f. Aurore Dudevant, geb. Dupin",Georges,Sand,"Sand, Georges",1045015687,,,,Schauspieler
6556711b0080658502bfb4cf,1828-1889,Dr. August,Förster,Dr. August Förster,,,,Deutsch,Schauspieler
6504166ba47588ad6024b479,,Louis,Leroy,Louis Leroy,,,,,Schauspieler
6504166ba47588ad6024b513,,Hippolyte Francois de,Regnier,Hippolyte Francois de Regnier,,,,,Schauspieler
6504166ba47588ad6024b5bc,"Pseudonym Zell, F.",Camillo,Walzel,"Walzel, Camillo",1316655652,1829-02-11,1893-03-17,,Schauspieler
6504166ba47588ad6024b62f,"pseudonym: Waldherr, Willibald",Charlotte,Birch-Pfeiffer,"Birch-Pfeiffer, Charlotte",118658875,1800-06-23,1868-08-24,,Schauspieler
6504166ba47588ad6024a59d,,Friedrich,Bayer,Friedrich Bayer,,,,"Louis, Diener",Schauspieler
6504166ba47588ad6024af08,,Charlotte,Scheffel (Schöffel),Charlotte Scheffel (Schöffel),,,,Caroline,Schauspieler
6504166ba47588ad6024b38f,,Edouard,Fournier,Edouard Fournier,,,,,Schauspieler
655542050080658502bf2d7b,,H.,Meyer,H. Meyer,,,,,Schauspieler
65620f240080658502cf36af,Pseud. f. Elimar Herzog von Oldenburg,Anton,Günther,Anton Günther,,,,,Schauspieler
654cfd1b0080658502b19d64,,Anton Emil,Titl,"Titl, Anton Emil",117401145,1809-10-05,1882-01-21,Musik,Schauspieler
6504166ba47588ad6024b7e0,,Otto,Ludwig,Otto Ludwig,,,,,Schauspieler
6504166ba47588ad6024b2b4,,Roderich,Benedix,"Benedix, Roderich",118658166,1811-01-21,1873-09-26,,Schauspieler
6504166ba47588ad6024b2a6,,Theodore Faullain de,Banville,"Banville, Théodore de",119080389,1823-03-14,1891-03-13,,Schauspieler
6504166ba47588ad6024b5f6,,Roderich,Anschütz,"Anschütz, Roderich",116312416,1818-07-24,1888-05-26,,Schauspieler
656738aa00806585020a439b,,Peter Joseph,Lindpaintner,"Lindpaintner, Peter Joseph von",119133911,1791-12-09,1856-08-21,Musik,Schauspieler
6504166ba47588ad6024b5c0,,Wilhelm von,Wartenegg,"Wartenegg, Wilhelm von",117145742,1839-02-24,1914-10-14,,Schauspieler
6504166ba47588ad6024a6b4,,Sidonie,Conti,Sidonie Conti,,,,Page des Königs,Schauspieler
6504166ba47588ad6024b60c,,Emile,Augier,"Augier, Emile",119493020,1820-09-17,1889-10-24,,Schauspieler
6504166ba47588ad6024b1ee,1878-1932,Josef,Wiesner,"Wiesner, Josef",1330639960,1859-02-14,,Schimmelig,Schauspieler
655c21f60080658502c8967e,verehel. Mathes; 1841-1913,Louisabeth,Röckel,"Röckel, Louisabeth",116579935,1841-10-30,1913-04-21,Marquise Louise von Lusignan,Schauspieler
6504166ba47588ad6024b72d,Pseud. f. Eligius Freiherr von Münch-Bellinghausen,Friedrich,Halm,"Halm, Friedrich",118720074,1806-04-02,1871-05-22,,Schauspieler
6504166ba47588ad6024b3f3,,Paul,Heyse,Paul Heyse,,,,,Schauspieler
655695f80080658502c081a0,,Friedrich von,Flotow,Friedrich von Flotow,,,,Musik,Schauspieler
6504166ba47588ad6024b54e,,Sigmund,Schlesinger,Sigmund Schlesinger,,,,,Schauspieler
6504166ba47588ad6024aa80,1876-1948,Anna,Kallina,"Kallina, Anna",116032413,1874-03-31,1948-01-04,Ernst,Schauspieler
6504166ba47588ad6024b7e8,,Eduard,Mautner,"Mautner, Eduard",116858311,1824-04-13,1889-07-02,,Schauspieler
6504166ba47588ad6024b909,,Josef von,Weilen,"Weilen, Joseph von",11725634X,1828-12-28,1889-07-03,,Schauspieler
