_id,additional,firstName,lastName,role,fullName,occupation
6504166ba47588ad6024a97c,,Erni,Haupt,Viertes Sternchen,Erni Haupt,Schauspieler
6504166ba47588ad6024b3e2,,Gerhart,Hauptmann,,Gerhart Hauptmann,Schauspieler
6504166ba47588ad6024a980,,Louis,Hauser,"Prinz Sigismund, ihr Sohn",Louis Hauser,Schauspieler
661ce4ef21b0fcd2e601048d,Gast,Hr.,Hausmann,Baron Stuhlbein,Hr. Hausmann,Schauspieler
6504166ba47588ad6024a985,,Bertha,Hausner,"Margarethe, ihre Schwester",Bertha Hausner,Schauspieler
6504166ba47588ad6024b3e3,,Noël Lebreton Sieur de,Hauteroche,,Noël Lebreton Sieur de Hauteroche,Schauspieler
6504166ba47588ad6024a98b,a. G.,Anna,Haverland,Deborah,Anna Haverland,Schauspieler
6912034add3949980ba0dbe5,,June,Havoc,Kate Keller,June Havoc,Schauspieler
691203e9dd3949980ba0dc01,,Thomas,Hawley,James Keller,Thomas Hawley,Schauspieler
69120375dd3949980ba0dbee,,Helen,Hayer,The Mother,Helen Hayer,Schauspieler
690c603652365fce4c987f49,,Alan,Haywood,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Alan Haywood,Schauspieler
66662ec7de0d61d6706f6037,Tochter von Christine Hebbel,Frln. Christine,Hebbel,Benjamine,Frln. Christine Hebbel,Schauspieler
6504166ba47588ad6024a995,geb. Enghaus (1815-1910),Christine,Hebbel,"Olivia, eine reiche Gräfin",Christine Hebbel,Schauspieler
6504166ba47588ad6024b3e6,,Friedrich,Hebbel,,Friedrich Hebbel,Schauspieler
6504166ba47588ad6024a97a,,Therese,Hebbel (eigentlich Kaizl),"Raphael, dessen Sohn",Therese Hebbel (eigentlich Kaizl),Schauspieler
6504166ba47588ad6024a979,,Christine,Hebbel (eigentlich Kaizl),"Benjamine, dessen Tochter",Christine Hebbel (eigentlich Kaizl),Schauspieler
6504166ba47588ad6024a97b,1906-1968,Wolfgang,Hebenstreith,Gendarm,Wolfgang Hebenstreith,Schauspieler
690c5d2a52365fce4c9876f4,,Desmond,Heeley,Assistenz,Desmond Heeley,Schauspieler
6504166ba47588ad6024bf9b,,Friedrich,Heer,Programmzusammenstellung,Friedrich Heer,Schauspieler
6504166ba47588ad6024a983,,Klara,Heese,Königin Blanda,Klara Heese,Schauspieler
6629836446b3b9baafbf22d6,a. G. aus Breslau,Herr,Hegel,Perin,Herr Hegel,Schauspieler
6504166ba47588ad6024a98c,,Gustav,Heibel,Soest,Gustav Heibel,Schauspieler
6504166ba47588ad6024a990,1888-1954,Wilhelm,Heim,Rechtsanwalt,Wilhelm Heim,Schauspieler
6504166ba47588ad6024a992,1867-1949,Albert,Heine,Bischof von Bamberg,Albert Heine,Schauspieler
6504166ba47588ad6024a997,,Marie,Heinrich,"Mirza, seine Tochter",Marie Heinrich,Schauspieler
6504166ba47588ad6024a9a0,,Eduard,Heinzmann,Chor Don Manuels,Eduard Heinzmann,Schauspieler
6504166ba47588ad6024a9a4,,Adele,Hell,Marguerite,Adele Hell,Schauspieler
6504166ba47588ad6024b732,,Fred,Heller,,Fred Heller,Schauspieler
6504166ba47588ad6024a9aa,1854-1935,Eduard,Heller,Der Prolog,Eduard Heller,Schauspieler
6504166ba47588ad6024a9ad,,Siegfried,Hellmann,4. Femerichter,Siegfried Hellmann,Schauspieler
6504166ba47588ad6024a9ac,,Karl,Hellmann,Gast,Karl Hellmann,Schauspieler
660d590321b0fcd2e6d814c2,,Herr,Helmböck,Diener der Johanna Laub,Herr Helmböck,Schauspieler
6504166ba47588ad6024a99d,1934-1937,Trude,Helmreich,1. Mädchen,Trude Helmreich,Schauspieler
6504166ba47588ad6024b734,,Eugen,Heltai,,Eugen Heltai,Schauspieler
6504166ba47588ad6024a9a3,1937,Kitty,Hen,Ein krankes Mädchen,Kitty Hen,Schauspieler
6504166ba47588ad6024a9a5,1809-1871,Hermann,Hendrichs,Don Cesar,Hermann Hendrichs,Schauspieler
6716137e1154ae2a37b10019,,Alexandra,Henkel,Frau Kovacic/Bianca,Alexandra Henkel,Schauspieler
65ff202021b0fcd2e61937a9,,Herr,Hennig,Emanuel,Herr Hennig,Schauspieler
6504166ba47588ad6024a9a6,,Friedrich,Hennig,Kammerdiener,Friedrich Hennig,Schauspieler
6504166ba47588ad6024a9a7,,Julius,Hennig,Kammerdiener,Julius Hennig,Schauspieler
6504166ba47588ad6024a9a8,,Fred,Hennings,"Lord Robert Clive, Baron von Plassen",Fred Hennings,Schauspieler
6563c9dd0080658502d99a9f,Pseud. v. Leonhard Kohl von Kohlenegg,Polly,Henrion,,Polly Henrion,Schauspieler
650c0541258213a8dc5f9ae8,,Eduard,Hensel,"Curio, Kavalier des Herzogs",Eduard Hensel,Schauspieler
6504166ba47588ad6024b738,,Rudolf,Henz,,Rudolf Henz,Schauspieler
650c0541258213a8dc5f9ae9,,Amalie,Heppner,"Raphael, dessen Sohn",Amalie Heppner,Schauspieler
6504166ba47588ad6024b73c,,Geza,Herczeg,Deutsch,Geza Herczeg,Schauspieler
6504166ba47588ad6024b73d,,Mia,Hergeth,Bearbeitung,Mia Hergeth,Schauspieler
6504166ba47588ad6024a9b8,,Julie,Herlinger,"Jolanthe, seine Tochter",Julie Herlinger,Schauspieler
665a4c3df11595c1233134bd,a. G. aus Graz,Hertzer,Herr,"Didier, Zwillingsbruder, ihr Sohn",Hertzer Herr,Schauspieler
6504166ba47588ad6024a9c9,1877-1966,Hofrat Franz,Herterich,"Scipio, der Ältere",Hofrat Franz Herterich,Schauspieler
6504166ba47588ad6024b745,,Henrik Samuel,Hertz,,Henrik Samuel Hertz,Schauspieler
650c0541258213a8dc5f9aea,,Harry,Hertzsch,Der Hausverwalter des Narrenhauses,Harry Hertzsch,Schauspieler
6504166ba47588ad6024a9b2,1800-1874,Adolf,Herzfeld,Unruh,Adolf Herzfeld,Schauspieler
6504166ba47588ad6024a9b9,Kinderrollen,Alexandrine,Herzog,"Karoline, deren Kind",Alexandrine Herzog,Schauspieler
6504166ba47588ad6024a9bf,1907-1936,Ludwig,Hetsey,Älterer Mann,Ludwig Hetsey,Schauspieler
6504166ba47588ad6024b74e,,Franz,Heufeld,,Franz Heufeld,Schauspieler
6504166ba47588ad6024a9c0,1781-1844,Nicolaus,Heurteur,Ruysum,Nicolaus Heurteur,Schauspieler
6504166ba47588ad6024b3f3,,Paul,Heyse,,Paul Heyse,Schauspieler
6504166ba47588ad6024a9d3,auch Hilke,Marie,Hilcke,"Benjamine, dessen Tochter",Marie Hilcke,Schauspieler
6504166ba47588ad6024a9d8,,Wilhelmine,Hillebrand,1. Frau der Octavia,Wilhelmine Hillebrand,Schauspieler
6504166ba47588ad6024a9e0,"1934, 1960-1969",Adalbert,Himmelmayer,Ein armer Sünder,Adalbert Himmelmayer,Schauspieler
6504166ba47588ad6024a9e4,,Heinrich,Hirsch,Marcellus,Heinrich Hirsch,Schauspieler
6716137e1154ae2a37b100a8,,Florian,Hirsch,Dramaturgie,Florian Hirsch,Schauspieler
6504166ba47588ad6024a9cb,,Clara,Hirschmann,Trudchen,Clara Hirschmann,Schauspieler
6504166ba47588ad6024a9cf,1893-1945,Hans,Hitzinger,Fernand Mouchou,Hans Hitzinger,Schauspieler
6504166ba47588ad6024a9d4,,Stefan,Hlawa,Bühne,Stefan Hlawa,Schauspieler
6504166ba47588ad6024a9da,,Anna,Hochenburger,Clärchen,Anna Hochenburger,Schauspieler
651691d696c724dc0090c553,,Philipp,Hochmair,mit,Philipp Hochmair,Schauspieler
6504166ba47588ad6024b401,,Stephan,Hock,Deutsch,Stephan Hock,Schauspieler
6584482e51cd38b410e8c968,1925-1931,Hanna,Hoessrich (Hössrich),Zweite Dame,Hanna Hoessrich (Hössrich),Schauspieler
6504166ba47588ad6024a9ef,,Carl,Hofer,Kammermusiker,Carl Hofer,Schauspieler
6504166ba47588ad6024a9f2,,Fräulein,Hoffmann,Dienerin,Fräulein Hoffmann,Schauspieler
6504166ba47588ad6024a9f3,a. G. aus Augsburg,Hedwig,Hoffmann,Clärchen,Hedwig Hoffmann,Schauspieler
6504166ba47588ad6024a9f4,,Paul,Hoffmann,Es lesen,Paul Hoffmann,Schauspieler
6504166ba47588ad6024b405,,Richard,Hoffmann,Deutsch,Richard Hoffmann,Schauspieler
6504166ba47588ad6024b408,,Hugo von,Hofmannsthal,,Hugo von Hofmannsthal,Schauspieler
6504166ba47588ad6024aa02,1893-1899,Oscar,Hofmeister,"Laertes, dessen Sohn",Oscar Hofmeister,Schauspieler
6504166ba47588ad6024a9ee,1857-1920,Stella,Hohenfels,Angela,Stella Hohenfels,Schauspieler
6504166ba47588ad6024a9f6,,Blanka,Hohenthal,"Emma, ihre Tochter",Blanka Hohenthal,Schauspieler
6504166ba47588ad6024a9f9,,Tassilo,Holik,Bahnhofkellner,Tassilo Holik,Schauspieler
690c5ed252365fce4c987ae4,,Ian,Holm,Mutius,Ian Holm,Schauspieler
690c5e2352365fce4c9878ca,,Lyn,Holm,Wardrobe Assistant,Lyn Holm,Schauspieler
6504166ba47588ad6024b40d,,H. G. Tennyson,Holm,,H. G. Tennyson Holm,Schauspieler
6504166ba47588ad6024aa05,,,Holm,Kosinsky, Holm,Schauspieler
655132010080658502b5b894,(eigtl. Sonntag),Carl,Holm,"Horatio, Hamlets Freund",Carl Holm,Schauspieler
650c0541258213a8dc5f9aef,,Maria,Holst,Fee Cheristane,Maria Holst,Schauspieler
650c0541258213a8dc5f9af0,1952-1954,Hans,Holt,Anatol,Hans Holt,Schauspieler
6504166ba47588ad6024b753,,Hans,Holtzer,,Hans Holtzer,Schauspieler
6504166ba47588ad6024b756,,Rudolf,Holzer,mit,Rudolf Holzer,Schauspieler
650c0541258213a8dc5f9af7,,Judith,Holzmeister,Die Nacht der Kreatur,Judith Holzmeister,Schauspieler
650c0541258213a8dc5f9af6,,Clemens,Holzmeister,Kostüme,Clemens Holzmeister,Schauspieler
690c603f52365fce4c987f4c,,Ewan,Hooper,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Ewan Hooper,Schauspieler
690c5e1352365fce4c9878a2,,Lynn,Hope,Wardrobe Mistress,Lynn Hope,Schauspieler
650c0541258213a8dc5f9afe,1917-1933,Anna,Horak,Zwei Alte Weiber,Anna Horak,Schauspieler
66c0f453797f4aaa6ad1a2a8,,Barbara,Horawianka,Aniela,Barbara Horawianka,Schauspieler
6504166ba47588ad6024aa06,,Melanie,Horeschovsky,Marthe,Melanie Horeschovsky,Schauspieler
650c0541258213a8dc5f9b05,,Gustav,Horinna,Thal (zwei Besetzungen),Gustav Horinna,Schauspieler
650c0541258213a8dc5f9b06,,Fritz,Horn,2. Freiwilliger,Fritz Horn,Schauspieler
6661e428fd58c698498d3a9c,,Herr,Horn,Freiwillige,Herr Horn,Schauspieler
664e57a42ab4d9095f7a1098,,Robert von,Hornstein,Musik,Robert von Hornstein,Schauspieler
650c0541258213a8dc5f9b0b,1764-1826,Anton,Hornung,Kammerdiener,Anton Hornung,Schauspieler
660d9cbc21b0fcd2e6eafdb1,,Herr,Horny,Effingham,Herr Horny,Schauspieler
690c5ea452365fce4c987a5d,,Basil,Hoskins,Lucius,Basil Hoskins,Schauspieler
6504166ba47588ad6024aa10,1891-1898,Elisabeth,Hruby,"Ophelia, Tochter des Polonius",Elisabeth Hruby,Schauspieler
6504166ba47588ad6024aa08,,Willi,Hruschka,Diener,Willi Hruschka,Schauspieler
6504166ba47588ad6024aa13,1786-1846,Magdalena,Hruschka (-Poller),"Julie von Weilburg, seine Nichte",Magdalena Hruschka (-Poller),Schauspieler
6504166ba47588ad6024aa16,1887-1945,Walter,Huber,Huberfranzl,Walter Huber,Schauspieler
6504166ba47588ad6024ba98,,Victor,Hugo,,Victor Hugo,Schauspieler
6504166ba47588ad6024aa22,,Josef,Humplik,Plastiken,Josef Humplik,Schauspieler
6504166ba47588ad6024b769,,N. C.,Hunter,,N. C. Hunter,Schauspieler
6504166ba47588ad6024aa23,,Alexander,Hunzinger,Der Arzt des Narrenhauses,Alexander Hunzinger,Schauspieler
6504166ba47588ad6024bfb7,,Angelika,Hurwicz,Regie,Angelika Hurwicz,Schauspieler
6504166ba47588ad6024b76d,,Jochen,Huth,,Jochen Huth,Schauspieler
6568ee8c0080658502207fed,1886-1965,Franz,Höbling,Spannagl,Franz Höbling,Schauspieler
671613801154ae2a37b101c8,,Monika,Höflinger,mit,Monika Höflinger,Schauspieler
650c0541258213a8dc5f9aff,1896-1987,Attila,Hörbiger,"Einen Augenblick gelebt im Paradiese (aus Erinnerungsbuch ""Als wär's ein Stück von mir"")",Attila Hörbiger,Schauspieler
6716137e1154ae2a37b10069,,Mavie,Hörbiger,mit,Mavie Hörbiger,Schauspieler
6504166ba47588ad6024bfb1,,Klaus,Höring,Gefangener,Klaus Höring,Schauspieler
654258c70080658502aaefde,1805-1852,Berthold,Hörtel,Herzog (Zwischenspiel),Berthold Hörtel,Schauspieler
6665edd1de0d61d67028779e,,Herr,Hübner,Berg,Herr Hübner,Schauspieler
650c0541258213a8dc5f9b10,,Peter,Hübner,Haushofmeister,Peter Hübner,Schauspieler
650c0541258213a8dc5f9b11,"1861-1892, Hofschauspieler",Robert,Hübner,Dessen Sohn,Robert Hübner,Schauspieler
6648a9252ab4d9095f4c6b45,Gast aus Hamburg,Julius,Hübner,Bolz,Julius Hübner,Schauspieler
6504166ba47588ad6024b76f,,Henrik,Ibsen,,Henrik Ibsen,Schauspieler
6504166ba47588ad6024b40f,1759-1814,August Wilhelm,Iffland,,August Wilhelm Iffland,Schauspieler
6504166ba47588ad6024b410,,Eugen K.,Iljin,,Eugen K. Iljin,Schauspieler
6504166ba47588ad6024b413,,Toni,Impekoven,,Toni Impekoven,Schauspieler
6504166ba47588ad6024aa2b,,Manfred,Inger,Aus Woyzeck: d) Woyzeck und 2 Soldaten,Manfred Inger,Schauspieler
6649b9b02ab4d9095f952ee7,1863,Emilie,Jakubowsky,Christine,Emilie Jakubowsky,Schauspieler
690c604952365fce4c987f4f,,Peter,James,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Peter James,Schauspieler
690c5d9252365fce4c98779c,,Leonard,James,Deputy Stage Manager,Leonard James,Schauspieler
651691d696c724dc0090c5c2,1918-1989,Helmut,Janatsch,"Ein Brief (1834) / ""An die Familie""",Helmut Janatsch,Schauspieler
6504166ba47588ad6024aa30,,Fanny,Janauschek,Orsina,Fanny Janauschek,Schauspieler
6504166ba47588ad6024aa34,,Michael,Janisch,Achille,Michael Janisch,Schauspieler
650c0541258213a8dc5f9b15,1848-1920,Antonie,Janisch,Königin Blanda,Antonie Janisch,Schauspieler
6504166ba47588ad6024aa36,,Johann,Janitz,Dekoration,Johann Janitz,Schauspieler
6504166ba47588ad6024aa3d,,Julia,Janssen,Dame der Wiener Gesellschaft,Julia Janssen,Schauspieler
6504166ba47588ad6024aa41,1760-1786,"d. J., Katharina",Jaquet,"Laura, Oliviens Bediente","d. J., Katharina Jaquet",Schauspieler
6504166ba47588ad6024aa40,Maria Anna (1752-1807),"d. Ä., Nanni",Jaquet,Karoline,"d. Ä., Nanni Jaquet",Schauspieler
6504166ba47588ad6024aa3f,1726-1813,Karl,Jaquet,Hiesel,Karl Jaquet,Schauspieler
6504166ba47588ad6024bfbe,,Vojtêch,Jasný,Inszenierung,Vojtêch Jasný,Schauspieler
690c5fc452365fce4c987e7b,,Neville,Jason,"Publius, Sohn von Marcus Andronicus",Neville Jason,Schauspieler
66c0f4db797f4aaa6ad1a31b,,Marian,Jastrzebski,Jan,Marian Jastrzebski,Schauspieler
6504166ba47588ad6024aa38,,Franz,Jauner,"John, ihr Sohn",Franz Jauner,Schauspieler
6504166ba47588ad6024aa39,1737-1806,"(Jautz), Dominik",Jauz,Don Estados,"(Jautz), Dominik Jauz",Schauspieler
6504166ba47588ad6024aa43,1822-1892,Matthias,Jehly,Gärtner,Matthias Jehly,Schauspieler
6504166ba47588ad6024aa44,,Irma,Jelenska,Judith,Irma Jelenska,Schauspieler
6504166ba47588ad6024aa4b,a. G. aus Augsburg,Ella,Jenke,Maritta,Ella Jenke,Schauspieler
69120aa2dd3949980ba24cf1,,George,Jenkins,Bühne,George Jenkins,Schauspieler
6504166ba47588ad6024baae,,Walter,Jens,Gedächtnisrede,Walter Jens,Schauspieler
665394c12ab4d9095f3bfd6a,vom Thaliatheater in Hamburg,Herr,Jensen,Didier,Herr Jensen,Schauspieler
6504166ba47588ad6024aa53,,Paul,Jensen,Bellmaus,Paul Jensen,Schauspieler
6504166ba47588ad6024aa54,,Rudolf,Jentsch,Junker,Rudolf Jentsch,Schauspieler
6504166ba47588ad6024aa56,,Eduard,Jerrmann,Alba,Eduard Jerrmann,Schauspieler
651691d696c724dc0090c5db,,Gertraud,Jesserer,Zwölf mit der Post (Andersen),Gertraud Jesserer,Schauspieler
6504166ba47588ad6024b427,,Ernst Friedrich,Jester,Deutsch,Ernst Friedrich Jester,Schauspieler
6504166ba47588ad6024aa5d,,Minna,Jezel,Fünftes Sternchen,Minna Jezel,Schauspieler
6504166ba47588ad6024aa58,1946-1976,Albert (Berti),Jezel (Jetzel),Drittes Sternchen,Albert (Berti) Jezel (Jetzel),Schauspieler
6912035fdd3949980ba0dbe9,,J. Richard,Jones,Refugees and Conveeners,J. Richard Jones,Schauspieler
6504166ba47588ad6024aa51,,Peter P.,Jost,Erster Bahnbeamter,Peter P. Jost,Schauspieler
6504166ba47588ad6024aa5b,,Fritz,Judtmann,Kostüme,Fritz Judtmann,Schauspieler
665df53df11595c123632b18,,Pawlikowsky,Julie,"Karoline, deren Kind",Pawlikowsky Julie,Schauspieler
6504166ba47588ad6024aa62,,Stella,Junker,Kostüme,Stella Junker,Schauspieler
6504166ba47588ad6024aa67,,Heribert,Just,Hirt,Heribert Just,Schauspieler
6504166ba47588ad6024aa6c,,Wilhelm,Just,Hirt,Wilhelm Just,Schauspieler
66852cd66bf80e1c76c5a6f0,,Dekanovsky,Jvo,"Hansel, Valentins Kind",Dekanovsky Jvo,Schauspieler
650c0541258213a8dc5f9b16,,Elsa,Jäger,Georg,Elsa Jäger,Schauspieler
65528a230080658502b7cfd7,1829-1887,Heinrich,Jürgan,"Horatio, Hamlets Freund",Heinrich Jürgan,Schauspieler
6597040c51cd38b4102f32c9,1915-1982,Curd,Jürgens,Es lesen,Curd Jürgens,Schauspieler
6504166ba47588ad6024aa6d,,Jenny,Kafka,Ophelia,Jenny Kafka,Schauspieler
6504166ba47588ad6024aa70,1858-1910,Josef,Kainz,Hamlet,Josef Kainz,Schauspieler
66427fe22ab4d9095fdc055d,,Herr,Kaiser,Kammerdiener,Herr Kaiser,Schauspieler
6504166ba47588ad6024aa72,,Josef,Kaiser,Kammerdiener,Josef Kaiser,Schauspieler
6504166ba47588ad6024b779,,Dr. Joachim,Kaiser,Hausknecht,Dr. Joachim Kaiser,Schauspieler
6504166ba47588ad6024b777,,Friedrich,Kaiser,Ein Hausknecht,Friedrich Kaiser,Schauspieler
6658e08ef11595c123536a51,,Anna,Kalina,Mädchen,Anna Kalina,Schauspieler
6504166ba47588ad6024aa80,1876-1948,Anna,Kallina,"Fritz, deren Kind",Anna Kallina,Schauspieler
6504166ba47588ad6024aa81,,Elisabeth,Kallina (verehel. Ortner),Adelheid,Elisabeth Kallina (verehel. Ortner),Schauspieler
67c6f51030450db5f69956d1,,Rudolf,Kalmar,Der Präsident der Concordia,Rudolf Kalmar,Schauspieler
6504166ba47588ad6024aa7a,,Herr,Karban,1. Bauer,Herr Karban,Schauspieler
6504166ba47588ad6024aa82,1787-1854,Freiherr von Bernbrunn,"Karl, eigentl. Carl",Doktor Ullmer,"Freiherr von Bernbrunn Karl, eigentl. Carl",Schauspieler
6504166ba47588ad6024aa88,1885-1971,Lilly,Karoly,Fräulein Hortense,Lilly Karoly,Schauspieler
6504166ba47588ad6024aa8a,1881-1959,Julius,Karsten,Gäste,Julius Karsten,Schauspieler
6504166ba47588ad6024aa90,1926-1929,Isolde,Kasper,Annelieses Sternchen,Isolde Kasper,Schauspieler
6504166ba47588ad6024aa93,1892-1923,Marie,Kasznica,Zigeunermädchen,Marie Kasznica,Schauspieler
664666992ab4d9095f1b8c3f,,Herr,Katser,Verwandte,Herr Katser,Schauspieler
6504166ba47588ad6024b780,,,Kaufmann,Deutsch, Kaufmann,Schauspieler
665237642ab4d9095f7cbbdf,,Johann,Kausky,Dekoration,Johann Kausky,Schauspieler
6504166ba47588ad6024aa9b,,Robert,Kautsky,Bühnenbild,Robert Kautsky,Schauspieler
690c5f5252365fce4c987caf,,Bernard,Kay,Ein Bote,Bernard Kay,Schauspieler
69120982dd3949980ba1590c,,George,Keathley,Inszenierung,George Keathley,Schauspieler
6504166ba47588ad6024bac7,,Ernst,Kein,Franz von Sickingen,Ernst Kein,Schauspieler
660c267b21b0fcd2e6927f02,vom königl. Hoftheater zu Hannover,Herr,Keller,Langsalm,Herr Keller,Schauspieler
6504166ba47588ad6024b78a,,Johann Friedrich,Kepner,Deutsch,Johann Friedrich Kepner,Schauspieler
6504166ba47588ad6024b78b,,Ange de,Keranion,,Ange de Keranion,Schauspieler
66d83002ee1bc6f9d466bed5,,Walter,Kernecker,Technische Einrichtung,Walter Kernecker,Schauspieler
65972e3851cd38b41032ecb9,1913-1981,Otto,Kerry,Es lesen,Otto Kerry,Schauspieler
6504166ba47588ad6024aaa4,1789-1862,Georg Johann,Kettel,"Paul von Husch, einst Page, jetzt Rittmeister",Georg Johann Kettel,Schauspieler
661e853a21b0fcd2e66eeab5,herzoglicher braunschweigscher Hofschauspieler,Herr,Kettel,Ringelstern,Herr Kettel,Schauspieler
6504166ba47588ad6024aaad,,Herbert,Kick,Junger Punier,Herbert Kick,Schauspieler
6504166ba47588ad6024aab2,1838-1931,Franz,Kierschner,"Sittig, Badekommissar",Franz Kierschner,Schauspieler
6504166ba47588ad6024aab1,1825-1879,Eduard,Kierschner,"Olivia, eine reiche Gräfin",Eduard Kierschner,Schauspieler
6504166ba47588ad6024aab3,1834-1898,Marie,Kierschner,"Olivia, eine reiche Gräfin",Marie Kierschner,Schauspieler
67c183f630450db5f64e8740,,Walther,Killy,mit,Walther Killy,Schauspieler
6504166ba47588ad6024aac0,,,Kinderballet der Staatsoper,Mitwirkende, Kinderballet der Staatsoper,Schauspieler
6504166ba47588ad6024aac3,,Josef,Kindler,3.Bürger,Josef Kindler,Schauspieler
6504166ba47588ad6024aaaf,,Dieter,Kirchlechner,"Don Valerio, sein Freund",Dieter Kirchlechner,Schauspieler
6504166ba47588ad6024aab8,1891-1893,Otto,Kirsch,Rosenkranz,Otto Kirsch,Schauspieler
6504166ba47588ad6024aab9,1926-1929,Rudolfine,Kirsch,Die Blitzhexe,Rudolfine Kirsch,Schauspieler
6504166ba47588ad6024aabc,,Wilhelm,Kittel,"Seppl, Bauernbursche",Wilhelm Kittel,Schauspieler
6504166ba47588ad6024b43c,,Michael,Klapp,,Michael Klapp,Schauspieler
6504166ba47588ad6024aac7,,Hans-Dieter,Kleber,Bühnenbild,Hans-Dieter Kleber,Schauspieler
6504166ba47588ad6024aacc,1770-1852,Carl,Klees,Harras,Carl Klees,Schauspieler
665a0da5f11595c123fc635c,Gast vom Hoftheater in Berlin,Herr,Klein,"Philipp II., König von Spanien",Herr Klein,Schauspieler
6504166ba47588ad6024aacd,,Adolf,Klein,Claudius,Adolf Klein,Schauspieler
6504166ba47588ad6024aad2,,Dieter,Klein,"Imre Madách: ""Die Tragödoe des Menschen"" Vier Szenen. Mit",Dieter Klein,Schauspieler
6504166ba47588ad6024aad9,1937-1940,Josef (Josy),Kleinpeter,"Peterchen, das Kind",Josef (Josy) Kleinpeter,Schauspieler
6504166ba47588ad6024aada,,Rudolf,Kleiser,Polnischer Soldat,Rudolf Kleiser,Schauspieler
6504166ba47588ad6024b43f,,Heinrich von,Kleist,,Heinrich von Kleist,Schauspieler
6504166ba47588ad6024aac8,,Fritz,Klingenbeck,Tanzeinstudierung,Fritz Klingenbeck,Schauspieler
6504166ba47588ad6024b447,,Kurt,Klinger,,Kurt Klinger,Schauspieler
6504166ba47588ad6024aacf,1762-1824,Philipp Friedrich,Klingmann,ulrich von Rubens,Philipp Friedrich Klingmann,Schauspieler
664f3dd12ab4d9095fc6fa40,,Herr,Klobuschitzky,Graf von Harcourt,Herr Klobuschitzky,Schauspieler
6504166ba47588ad6024b448,,Carl Eduard,Klopfer,Einrichtung,Carl Eduard Klopfer,Schauspieler
651691d696c724dc0090c64e,,Hans Dieter,Knebel,mit,Hans Dieter Knebel,Schauspieler
6504166ba47588ad6024aadb,geb. Demmer,Thekla,Kneisel,Christine,Thekla Kneisel,Schauspieler
6504166ba47588ad6024aae3,,Hansi,Knotek,"Hiesel, Valentins Kind",Hansi Knotek,Schauspieler
6504166ba47588ad6024aae4,,Gustav,Knuth,Alter Dienstmann,Gustav Knuth,Schauspieler
6504166ba47588ad6024aaf0,1774-1857,Josef,Koberwein,"Jolanthe, seine Tochter",Josef Koberwein,Schauspieler
6504166ba47588ad6024aaf3,1783-1842,Sophie,Koberwein,"Rätin, seine Frau",Sophie Koberwein,Schauspieler
6504166ba47588ad6024aaf1,1826-1827,Josef Jr.,Koberwein,Thal ,Josef Jr. Koberwein,Schauspieler
6504166ba47588ad6024aaeb,"verehel. Fichtner, 1809-1889",Elisabeth (Betty),Koberwein,Viola,Elisabeth (Betty) Koberwein,Schauspieler
6504166ba47588ad6024aae6,"geb. Anschütz, 1819-1895",Auguste,Koberwein,Katharina,Auguste Koberwein,Schauspieler
6504166ba47588ad6024a66f,1783-1843,Sophie,Koberwein-Bulla,"Ophelia, Tochter des Polonius",Sophie Koberwein-Bulla,Schauspieler
6504166ba47588ad6024aaef,1754-1831,Siegfried Gotthelf,Koch,"Kaspar Burmann, ein Kaufmann",Siegfried Gotthelf Koch,Schauspieler
651691d696c724dc0090ce24,,Hansgeorg,Koch,Klavier,Hansgeorg Koch,Schauspieler
650c0541258213a8dc5f9b1b,,Johann,Kohler,2. Femerichter,Johann Kohler,Schauspieler
65f1ecc34578d7314815abd2,,Georg,Kohler,3. Femerichter,Georg Kohler,Schauspieler
6504166ba47588ad6024aafd,,Adrienne,Kola (Kolá),Adelheid,Adrienne Kola (Kolá),Schauspieler
6504166ba47588ad6024b78e,,Edmond,Konrad,,Edmond Konrad,Schauspieler
6504166ba47588ad6024ab00,1746-1818,Johann,Kopfmüller,Bedienter,Johann Kopfmüller,Schauspieler
6504166ba47588ad6024ab06,1900-1922,Franz,Kordan,"Fritz, sein Sohn",Franz Kordan,Schauspieler
6504166ba47588ad6024ab08,,Arnold,Korff,Rosenkranz (Hofleute),Arnold Korff,Schauspieler
6504166ba47588ad6024ab0f,1782-1854,Maximilian,Korn,Ringelstern,Maximilian Korn,Schauspieler
6504166ba47588ad6024ab10,"1786-1843, geb. Stephanie",Wilhelmine,Korn,"Evelina, seine Tochter",Wilhelmine Korn,Schauspieler
6504166ba47588ad6024ab11,,Charlotte,Korner,Babette,Charlotte Korner,Schauspieler
6504166ba47588ad6024ab17,1796-1866,Josef,Korner,Geist von Hamlets Vater,Josef Korner,Schauspieler
6504166ba47588ad6024ab22,,Maria,Korten,Lu,Maria Korten,Schauspieler
6504166ba47588ad6024b793,,Fritz,Kortner,Es lesen,Fritz Kortner,Schauspieler
6504166ba47588ad6024b794,,Fritz,Koselka,,Fritz Koselka,Schauspieler
6504166ba47588ad6024b795,,August von,Kotzebue,,August von Kotzebue,Schauspieler
6504166ba47588ad6024ab2d,"1904-1973, auch Regisseur",Viktor de,Kowa,Tagore: Weisheit des Ostens,Viktor de Kowa,Schauspieler
